id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante,revisado_manualmente,color_numbers
2566,A Multi-Layer Regression based Predicable Function Fitting Network,exclude,I1,alta,"Red de ajuste de funciones de caracter general (ingenieria/reconocimiento de patrones); menciona Fourier/wavelet solo como antecedente, sin discusion de FDA estadistica.",si,si,verde
2567,A class of multi-resolution approximations for large spatial datasets,include,none,alta,"Aproximaciones de proceso Gaussiano con funciones base en multiples resoluciones, PR1/PR2 (datos espaciales/funcionales).",no,no,
2570,Bayesian functional graphical models,include,none,alta,"Combina modelado de funciones base no parametricas con regularizacion Bayesiana grafica, PR1.",no,no,
2571,Bayesian Function-on-Scalars Regression for High Dimensional Data,include,none,alta,"Respuesta funcional modelada con funciones base desconocidas; seleccion conjunta de covariables, PR1/PR3.",no,no,
2572,Statistical Inference for High Dimensional Panel Functional Time Series,include,none,alta,"Adopta idea de descomposicion en base de datos funcionales para series de tiempo funcionales de alta dimension, PR1/PR4.",no,no,
2573,Semiparametric Functional Factor Models with Bayesian Rank Selection,include,none,alta,"Base funcional no parametrica infinito-dimensional aprendida de los datos, con seleccion Bayesiana de rango, PR1/PR3.",no,no,
2574,gptools: Scalable Gaussian Process Inference with Stan,exclude,E1,alta,"Paquete de software para inferencia de procesos Gaussianos en general; FDA mencionado solo como una aplicacion generica, sin discusion de eleccion de base.",si,si,verde
2575,Model Testing for Generalized Scalar-on-Function Linear Models,include,none,alta,"Representacion de efectos mixtos con splines penalizados y pruebas de componentes de varianza, PR1/PR3.",no,no,
2576,Deep functional multiple index models with an application to SER,include,none,media,Integra capas de base adaptativa dentro de arquitectura de deep learning; dominio de reconocimiento de emociones en voz con discusion metodologica de base (excepcion E4).,si,no,
2577,Spatial Clustering of Curves with Functional Covariates: A Bayesian Partiti,include,none,baja,"Modelo mixto funcional y particionamiento espacial; no se ve discusion explicita de eleccion de base en el extracto, aplicacion climatica (posible E4).",si,no,
2579,Deep Survival Analysis for Competing Risk Modeling with Functional Covariat,include,none,media,Capa de base (Basis Layer) para representacion de datos funcionales dentro de red profunda; dominio UCI/supervivencia con discusion metodologica breve (excepcion E4).,si,no,
2581,FAME: Adaptive Functional Attention with Expert Routing for Function-on-Fun,include,none,alta,"Contrasta explicitamente con expansiones en base pre-elegidas/kernels, propone alternativa completamente basada en datos; PR2/PR4 comparativo.",no,no,
2582,Uncovering Regions of Maximum Dissimilarity on Random Process Data,include,none,media,"Metodología FDA: funciones parámetro vía representación en base, inferencia bayesiana INLA; aplic. criminología/finanzas/medicina. Posible E1, base es herramienta.",si,no,
2583,Functional-Edged Network Modeling,include,none,media,"Modelado de redes con aristas funcionales; descomposición de Tucker funcional, regulariza matrices de base. Discusión de base probablemente en métodos omitidos.",si,no,
2584,Partially Functional Dynamic Backdoor Diffusion-based Causal Model,include,none,media,Inferencia causal con variables funcionales vía coeficientes de expansión en base; da garantías teóricas sobre la expansión en base. Aplic. contaminación aire.,si,no,
2585,A unified approach for testing in Hilbert spaces on incomplete data,include,none,baja,"Contraste de hipótesis en espacios de Hilbert con datos incompletos; datos funcionales como uno de varios settings, no discute elección de base. Fronterizo E1.",si,no,
2586,Function-On-Function Regression Through Separable Neural Operators,include,none,media,Regresión función-a-función vía operadores neuronales separables con funciones de base output-dependientes; consistencia. Aplic. oceanográfica (Argo).,si,no,
2588,High-dimensional Functional Graphical Model Structure Learning via Neighborhood Selection Approach,include,none,alta,Modelo grafico funcional: estudia EXPLÍCITAMENTE el efecto de la elección de la base para reducción de dimensión y da criterio heurístico para elegirla. Directamente PR1/PR3.,no,no,
2589,Semi-parametric Functional Classification via Path Signatures Logistic Regression with Adaptive Orde,include,none,media,Clasificación funcional vía firmas de camino (representación libre de base) con selección adaptativa del orden de truncamiento por criterio penalizado. PR3.,no,no,
2590,Flexible Bayesian Nonparametric Product Mixtures for Multi-scale Functional Clustering,include,none,media,Clustering funcional multi-escala centrado en expansiones en base para funciones de alta dimensión; priors DP sobre subconjuntos de coeficientes de base.,si,no,
2591,Adaptive Ridge-Penalized Functional Local Linear Regression,include,none,alta,Regresión local lineal funcional con penalización ridge adaptativa; aborda sensibilidad a la dimensión J del subespacio de proyección y penalización de rugosidad por base. PR3.,no,no,
2592,Regression Analyses of Distributions using Quantile Functional Regression,include,none,media,Regresión funcional cuantílica: modela distribución marginal completa vía función cuantil como dato funcional. Contribución metodológica; dominio radiomica (posible E4).,si,no,
2594,Probabilistic size-and-shape functional mixed models,include,none,media,"Modelos mixtos funcionales de tamaño-y-forma; recuperación de efecto fijo bajo transformaciones unitarias del Hilbert, fase/amplitud. Metodología FDA.",si,no,
2599,Functional proportional hazards mixture cure model and its application to modelling the association ,include,none,media,Modelo funcional de riesgos proporcionales con cura; enfoque penalizado por splines con penalización de rugosidad. Contribución metodológica; dominio salud (posible E4).,si,no,
2600,Testing for the Rank of a Covariance Operator,include,none,alta,Test para el rango de un operador de covarianza; central para métodos FDA que requieren representaciones de baja dimensión (FPCA u otras). Directamente PR2/PR3.,no,no,
2601,"Gaussian Process Differential Ensembles for Joint Inference on Curves, Derivatives, and Integrals",include,none,media,Ensembles diferenciales de procesos gaussianos; aplica operadores derivada/integral a funciones de base Laplaciano-Dirichlet. Metodología de suavizado funcional.,si,no,
2604,A Stochastic Process Model for Time Warping Functions,include,none,media,"Modelo de proceso estocástico para funciones de warping temporal; adopta base L2 del Hilbert para representación, permite FPCA. Metodología FDA (registro).",no,no,
2605,Impulse data models for the inverse problem of electrocardiography,exclude,E4,alta,Problema inverso de electrocardiografía vía red neuronal + funciones de base gaussianas como herramienta de descomposición de señal; no es metodología FDA ni discute la base.,si,si,verde
2606,Supervised Learning of Functional Outcomes with Predictors at Different Scales: A Functional Gaussia,include,none,media,Aprendizaje supervisado de resultados funcionales con predictores a múltiples escalas vía proceso gaussiano funcional. Dominio experimentos por computadora (posible E4).,si,no,
2614,How far can symmetry help? Phase transitions and symmetry selection in sparse functional data analys,include,none,media,FDA dispersa: transición de fase de la superficie de covarianza y selección de simetría; tasas minimax. Teoría de estimación de covarianza/FPCA.,no,no,
2615,EEG-EyeTrack: A Benchmark for Time Series and Functional Data Analysis with Open Challenges and Base,include,none,baja,Benchmark de datos para FDA (reconstrucción de movimientos oculares desde EEG) con redes neuronales funcionales de referencia. Dominio EEG; posible E1/E4.,si,no,
2616,Functional Principal Component Analysis for Cointegrated Functional Time Series,include,none,alta,"FPCA para series de tiempo funcionales cointegradas; modificación de FPCA como herramienta estadística nueva. Series económicas no estacionarias, PR5.",no,no,
2617,Dynamic Functional Principal Component,include,none,alta,"FPCA dinámico: critica el FPCA estático para series de tiempo y propone versión dinámica en dominio de frecuencia. Metodología FPCA central, PR2.",no,no,
2618,Functional data analysis: An application to COVID-19 data in the United States,exclude,E4,alta,"Aplicación pura de métodos FDA estándar (FPCA, correlación canónica, clustering, FTS) a datos COVID-19 de EE.UU.; sin novedad metodológica ni discusión de base. Dominio epidemiológico.",si,si,verde
2619,Functional data analysis in the Banach space of continuous functions,include,none,media,Desarrolla metodología FDA en el espacio de Banach de funciones continuas (en vez de L2-Hilbert); motivado por limitaciones de la métrica L2. Relevante a elección de representación.,no,no,
2620,Bayesian functional data analysis in astronomy,exclude,E4,alta,"Artículo ""Perspective"" en MDPI Phys. Sci. Forum sobre FDA bayesiano en astronomía; dominio ajeno, pieza corta de opinión/proceedings.",si,si,verde
2621,Efficient Bayesian functional principal component analysis of irregularly-observed multivariate curv,include,none,alta,FPCA bayesiano eficiente para curvas multivariadas observadas irregularmente; marco jerárquico con scores FPC compartidos. Metodología FPCA central.,no,no,
2622,Remaining Useful Life Estimation Using Functional Data Analysis,include,none,media,Estimación de vida útil remanente vía MLP funcional; contribución metodológica pero dominio prognosis industrial y poca discusión de base (posible E1/E4).,si,no,
2623,Stochastic Volatility Regression for Functional Data Dynamics,include,none,media,Regresión de volatilidad estocástica para dinámica de datos funcionales; discute que los modelos FDA asumen suavidad idéntica y dan representación inadecuada. Discusión de calidad de representación.,si,no,
2624,A Visual Analytics Approach for Hardware System Monitoring with Streaming Functional Data Analysis,exclude,E1,alta,"Enfoque de analítica visual para monitoreo de hardware con FDA por streaming; la contribución es el sistema de visualización (IEEE TVCG), FDA es el motor analítico, no discute la base.",si,si,verde
2625,A Functional Data Analysis Approach to Evolution Outlier Detection for Grouped Smart Meters,include,none,media,"Detección de outliers de evolución en medidores inteligentes agrupados vía profundidad funcional; contribución metodológica, datos de consumo eléctrico (económico-adyacente).",si,no,
2626,Registration for Incomplete Non-Gaussian Functional Data,include,none,media,"Registro de datos funcionales incompletos y no gaussianos; separación fase/amplitud, usa FPCs. Metodología FDA (registro).",si,no,
2627,Statistical Analysis of Network Collections Using Persistent Homology and Functional Data Analysis,include,none,media,Análisis estadístico de colecciones de redes vía homología persistente + FDA; FDA es una de dos herramientas centrales (posible E1). Redes financieras entre aplicaciones.,si,no,
2628,The EE-Classifier: A classification method for functional data based on extremality indexes,include,none,media,"EE-Classifier: clasificación de datos funcionales vía índices de extremalidad (epígrafe/hipógrafo), revisa métodos basados en profundidad. Autores latinoamericanos (Colombia), PR5.",no,no,
2629,Phenology curve estimation via a mixed model representation of functional principal components: Char,include,none,media,Estimación de curva de fenología vía representación de modelo mixto de FPCs; regresión armónica + FPCA. Autores mexicanos (PR5); dominio teledetección vegetal (posible E4).,si,no,
2630,Noise reduction for functional time series,include,none,alta,Reducción de ruido para series de tiempo funcionales extendiendo FPCA; proyección óptima MISE que separa dinámica de ruido. Metodología FTS central.,no,no,
2631,On Consistency and Sparsity for High-Dimensional Functional Time Series with Application to Autoregr,include,none,alta,"Consistencia y sparsity para series de tiempo funcionales de alta dimensión con autorregresiones; medida de estabilidad funcional espectral. Metodología FTS, económico-adyacente.",no,no,
2632,Practical Forecasting of Environmental Maps: A Functional Data Approach,include,none,media,Pronóstico de mapas ambientales vía enfoque de datos funcionales (series de tiempo de superficies). Contribución metodológica; dominio ambiental (posible E4).,si,no,
2633,A Unified Principal Components Analysis for Stationary Functional Time Series,include,none,alta,"PCA unificado para series de tiempo funcionales estacionarias; ""filtros funcionales óptimos"" que unifican y mejoran FPCA convencional. Directamente PR2/PR3.",no,no,
2634,Intraday FX Volatility-Curve Forecasting with Functional GARCH Approaches,include,none,alta,"Pronóstico de curvas de volatilidad intradía de divisas (FX) con modelos GARCH funcionales; FPCA multinivel, heterocedasticidad condicional, VaR. Directamente PR4/PR5/PR7.",no,no,
2635,Enhancing Mean-Reverting Time Series Prediction with Gaussian Processes: Functional and Augmented Da,include,none,media,"Predicción de series con reversión a la media vía procesos gaussianos con estructuras de datos funcionales; pronóstico financiero, volatilidad, ratios de Sharpe. PR5.",si,no,
2636,Functional Time Series,include,none,media,Artículo de revisión/introducción a series de tiempo funcionales: técnicas de dependencia temporal en FDA. Relevante al estado del arte de FTS.,si,no,
2637,Stable Multivariate Functional Time Series Prediction for Major Geomagnetic Indices,include,none,media,Predicción estable de series de tiempo funcionales multivariadas para índices geomagnéticos; marco robusto con segmentos solapados y predictores exógenos. Contribución metodológica; dominio clima espacial (posible E4).,si,no,
2638,Permutation Tests for Equality of Distributions of Functional Data,include,none,alta,"Tests de permutación para igualdad de distribuciones de datos funcionales; autores de Economía (Duke/Northwestern), datos económicos (consumo de electricidad/gas). Metodología + PR5.",no,no,
2639,Parameter clustering in Bayesian functional PCA of fMRI data,include,none,media,Clustering de parámetros en FPCA bayesiano (PCl-fPCA); fusiona FDA y no-paramétrica bayesiana. Contribución metodológica FPCA; dominio fMRI/neurociencia (posible E4).,si,no,
2640,Bootstrap methods for stationary functional time series,include,none,alta,"Métodos bootstrap para series de tiempo funcionales estacionarias; basados en FPCA, comparan tres métodos para la covarianza de largo plazo. Metodología FTS central.",no,no,
2641,Review of Clustering Methods for Functional Data,include,none,alta,Revisión de métodos de clustering para datos funcionales; sistematiza el campo. Directamente útil para el estado del arte.,no,no,
2642,FuNVol: A Multi-Asset Implied Volatility Market Simulator using Functional Principal Components and ,include,none,alta,"FuNVol: simulador de superficies de volatilidad implícita multi-activo vía componentes principales funcionales y SDEs neuronales. Directamente PR5/PR7 (financiero, volatilidad implícita).",no,no,
2643,Model-Based Clustering and Classification of Functional Data,include,none,alta,Clustering y clasificación basados en modelos para datos funcionales; modelos de mezcla / datos latentes en marco FDA. Metodología FDA central.,no,no,
2645,Principal component analysis of periodically correlated functional time series,include,none,alta,"PCA para series de tiempo funcionales periódicamente correlacionadas; filtros operador-valuados periódicos, fórmulas de inversión. Variante de FPCA, metodología central.",no,no,
2646,Bayesian Spatial Homogeneity Pursuit of Functional Data: an Application to the U.S. Income Distribut,include,none,alta,Búsqueda bayesiana de homogeneidad espacial de datos funcionales: distribución del ingreso de EE.UU. vía curvas de Lorenz. Directamente PR5 (económico) + metodología.,no,no,
2647,Simultaneous Inference for Partially Observed Functional Time Series,include,none,alta,Inferencia simultánea para series de tiempo funcionales parcialmente observadas y dependientes; modelado en espacio de funciones acotadas con norma supremo. Metodología FTS central.,no,no,
2649,Approximate Factor Models for Functional Time Series,include,none,alta,Modelo de factores aproximados para FTS aplicado a curvas de rendimiento y mortalidad; compara con FPCA. Central a I1/PR5.,no,no,
2650,White noise testing for functional time series via functional quantile autocorrelation,include,none,media,Test de ruido blanco para FTS con aplicacion a datos financieros de alta frecuencia. FDA aplicada a series financieras.,no,no,
2651,Functional Time Series Analysis Based on Records,include,none,media,"Herramientas no parametricas para FTS (curvas record, test de raiz unitaria). Metodologia FDA para series funcionales.",no,no,
2652,A Darling-Erdős-type CUSUM-procedure for functional data II,include,none,alta,Test CUSUM tipo Darling-Erdos para FTS usando FPCA (eigenfunciones del operador de covarianza de largo plazo); menciona ARCH funcional.,no,no,
2653,Detection of Structural Distortions in Functional Time Series,include,none,media,"Deteccion bayesiana de rupturas estructurales en FTS, representacion en espacio de estados, datos financieros y de temperatura.",no,no,
2654,Convergence of covariance and spectral density estimates for high-dimensional functional time series,include,none,media,Teoria de convergencia para estimadores de covarianza y densidad espectral en FTS de alta dimension; aplica a FPCA dinamico.,no,no,
2655,A Skew-t-Normal Multi-Level Reduced-Rank Functional PCA Model with Applications to Replicated `Omics,include,none,media,Modelo FPCA multinivel de rango reducido (skew-t-normal); contribucion metodologica de FPCA pese a aplicacion omica.,no,no,
2656,Prokhorov Metric Convergence of the Partial Sum Process for Reconstructed Functional Data,include,none,baja,"Teoria de probabilidad para FDA (principios de invarianza, sumas parciales, datos funcionales reconstruidos de observaciones dispersas). Tangencial pero FDA.",si,no,
2657,Whole-Volume Clustering of Time Series Data from Zebrafish Brain Calcium Images via Mixture Modeling,exclude,E4,alta,Clustering de imagenes de calcio del cerebro de pez cebra via modelado de mezclas; metodologia FDA basada en mezclas gaussianas aplicada a neuroimagen sin discusion de base.,si,si,verde
2658,Linear Processes for Functional Data,include,none,alta,"Estado del arte de procesos lineales para datos funcionales (ARMA funcional); menciona PCA/regresion, curvas de tasas de interes.",no,no,
2659,A General Theory for Large-Scale Curve Time Series via Functional Stability Measure,include,none,media,Teoria general para series de curvas de gran escala via medida de estabilidad funcional; FPCA y autorregresion funcional vectorial.,no,no,
2660,Functional Data-Driven Quantile Model Averaging with Application to Cryptocurrencies,include,none,alta,"Promediado de modelos cuantiles para datos funcionales aplicado a criptomonedas (VaR, riesgo de cola); seleccion del numero de componentes via CV. PR3/PR5.",no,no,
2661,Clustering of functional boxplots for multiple streaming time series,include,none,media,"Micro-clustering de boxplots funcionales para series de flujo; estructuras de datos funcionales, estadisticos funcionales basicos.",no,no,
2662,Biarchetype analysis for univariate functional data. An application to macroeconomic financial time ,include,none,alta,"Analisis biarchetype para datos funcionales univariados aplicado a rendimientos de bonos soberanos europeos 2001-2025. FDA en series financieras, PR5.",no,no,
2663,Estimating functional time series by moving average model fitting,include,none,alta,"Estimacion de FTS via ajuste de media movil funcional; proyecciones en direcciones principales, estrategias para seleccionar el numero de direcciones. PR3.",no,no,
2664,Functional modelling of microarray time series with covariate curves,exclude,E4,alta,Modelado funcional de series de microarrays con curvas covariables; especializacion de modelo mixto funcional para dominio de expresion genica sin discusion de base.,si,si,verde
2665,Extremal correlation coefficient for functional data,include,none,media,Coeficiente de correlacion extremal para datos funcionales (variacion regular en Banach); aplicacion a datos funcionales financieros y climaticos.,no,no,
2666,Robust Functional Data Analysis for Stochastic Evolution Equations in Infinite Dimensions,include,none,media,"Teoria asintotica robusta para covariaciones en ecuaciones de evolucion estocastica infinito-dimensionales; reduccion de dimension estilo FPCA, volatilidad estocastica.",no,no,
2667,A portmanteau test for multivariate non-stationary functional time series with an increasing number ,include,none,media,Test portmanteau para FTS multivariada no estacionaria; aplicacion a precios de electricidad y consumo energetico.,no,no,
2668,The autoregression bootstrap for kernel estimates of smooth nonlinear functional time series,include,none,alta,Bootstrap de autorregresion para estimadores kernel de FTS no lineal suave (marco Ferraty-Vieu); datos financieros/electricidad.,no,no,
2669,Longitudinal Support Vector Machines for High Dimensional Time Series,include,none,media,SVM longitudinal para series de tiempo de alta dimension; extension del margen SVM a datos funcionales. Metodologia de clasificacion funcional.,no,no,
2670,Long range dependence spectral testing from discretely observed functional time series in manifolds,include,none,alta,"Test espectral de dependencia de largo rango en FTS en variedades; base sieve de armonicos esfericos, seleccion del parametro sieve, reconstruccion por series LS. PR3/PR4.",no,no,
2671,A Flexible Spatial Autoregressive Modelling Framework for Mixed Covariates of Multiple Data Types,include,none,media,Modelo autorregresivo espacial con covariables funcionales/composicionales/numericas; estimacion basada en FPCA. Contexto de economia regional.,no,no,
2672,Detecting structural breaks in eigensystems of functional time series,include,none,alta,Deteccion de rupturas estructurales relevantes en eigensistemas de FTS (eigenfunciones/eigenvalores del operador de covarianza); fPCA central. PR2.,no,no,
2673,Trend and Variable-Phase Seasonality Estimation from Functional Data,include,none,alta,"Estimacion de tendencia y estacionalidad de fase variable desde datos funcionales; log-verosimilitud para seleccionar el subespacio de tendencia, comparacion con modelos candidatos. PR3, datos de precio de electricidad/tipo de cambio.",no,no,
2674,A similarity measure for second order properties of non-stationary functional time series with appli,include,none,media,"Medida de similitud para propiedades de segundo orden de FTS no estacionaria; operadores de densidad espectral, clustering y testing. Aplicaciones en finanzas/meteorologia.",no,no,
2675,Graph-based Change Point Detection for Functional Data,include,none,media,Deteccion de punto de cambio basada en grafos para datos funcionales; aplicacion a retornos de activos de alta frecuencia y precios de electricidad.,no,no,
2676,Deep learning estimation of the spectral density of functional time series on large domains,include,none,media,Estimacion por deep learning de la densidad espectral de FTS en dominios grandes; usa teoria de componentes principales funcionales espectrales.,no,no,
2677,Attribution of Spurious Factors from High-Dimensional Functional Time Series,include,none,media,"Atribucion de factores espurios en FTS de alta dimension; operador de covarianza muestral, FPCA, modelos de factores funcionales, eigen-analisis. Contexto de finanzas actuariales.",no,no,
2678,Testing separability for continuous functional data,include,none,media,"Test de separabilidad para datos funcionales continuos; estructura de covarianza en FTS, menciona PCA y Kriging como herramientas centrales.",no,no,
2679,History matching for functional data,include,none,media,"History matching funcional para calibracion de modelos computacionales; proyeccion aleatoria Wiener, seleccion de umbral, emulacion GP. Contribucion metodologica sustantiva (FHM).",si,no,
2680,Pivotal tests for relevant differences in the second order dynamics of functional time series,include,none,media,"Tests pivotales para diferencias relevantes en la dinamica de segundo orden de FTS; operadores de densidad espectral, eigenelementos, modos de variacion.",no,no,
2681,Gaussian Differentially Private Human Faces Under a Face Radial Curve Representation,exclude,E1,alta,"Privacidad diferencial gaussiana para caras humanas 3D; usa representacion en curvas funcionales como vehiculo para el mecanismo GDP, sin discutir eleccion/calidad de base.",si,si,verde
2682,Asymptotic Theory for Regularized Estimation in Functional Time Series Models,include,none,alta,"Teoria asintotica para estimacion regularizada en modelos FTS (FAR); regularizacion de Tikhonov, mal condicionamiento, descomposicion sesgo-varianza del MSPE. PR3.",no,no,
2683,Functional Singular Spectrum Analysis,include,none,alta,"Analisis de espectro singular funcional para FTS; integra FDA y SSA, compara con MSSA y FPCA dinamico (dFPCA), SVD, eigentriples.",no,no,
2684,Robust Change-Point Detection for Functional Time Series Based on $U$-Statistics and Dependent Wild ,include,none,media,"Deteccion robusta de punto de cambio para FTS via U-estadisticos y bootstrap salvaje dependiente; proyeccion FPCA, Wilcoxon generalizado a datos funcionales.",no,no,
2685,Demystifying Functional Random Forests: Novel Explainability Tools for Model Transparency in High-Di,include,none,media,"Herramientas de explicabilidad para bosques aleatorios funcionales; heatmaps de probabilidad de FPC, metricas de importancia de FPC, varianza explicada. PR2.",no,no,
2686,Trend extraction in functional data of R and T waves amplitudes of exercise electrocardiogram,exclude,E4,alta,Extraccion de tendencia en datos funcionales de amplitudes de ondas R y T del electrocardiograma de esfuerzo; herramientas FDA estandar aplicadas a pregunta de cardiologia sin discusion de base.,si,si,verde
2687,Beyond average warming: Two-sample inference for dense-sparse functional data reveals changes in int,include,none,media,"Inferencia de dos muestras para datos funcionales denso-disperso; curvas de temperatura alemanas, transfer learning, bandas de confianza uniformes. Contribucion metodologica sustantiva de inferencia funcional.",si,no,
2688,Spatial function-on-function regression,include,none,alta,Regresion funcion-sobre-funcion espacial integrando SAR con FPCA; descomposicion FPC espacial en respuesta y FPCA clasico en predictor. Aplicacion a datos de COVID-19 de Brasil (PR5).,no,no,
2689,Spatial Functional Linear Model and its Estimation Method,include,none,media,Modelo lineal funcional espacial (FLM+SAR); estimacion basada en FPCA y MLE. Contexto de economia espacial.,no,no,
2691,Making Event Study Plots Honest: A Functional Data Approach to Causal Inference,include,none,media,"Enfoque de datos funcionales para inferencia causal (diferencias-en-diferencias, event study plots); proceso gaussiano en Banach, bandas de confianza simultaneas. FDA aplicada a econometria.",no,no,
2692,A goodness-of-fit test for functional time series with applications to Ornstein-Uhlenbeck processes,include,none,alta,"Test de bondad de ajuste para FTS con aplicacion a procesos Ornstein-Uhlenbeck; datos financieros de alta frecuencia, modelos ARH, tipos de cambio intra-dia. PR4/PR5.",no,no,
2693,Shape invariant model approach for functional data analysis in uncertainty and sensitivity studies,exclude,E4,alta,"Modelo de forma invariante para FDA en estudios de incertidumbre y sensibilidad; metamodelado de simuladores dinamicos, caso de almacenamiento de CO2, Kriging. Aplicacion a ingenieria/petroleo.",si,si,verde
2694,Functional Classwise Principal Component Analysis: A Novel Classification Framework,include,none,alta,"Analisis de componentes principales funcionales por clase; espacio de caracteristicas lineal por tramos, ortogonalizacion Gram-Schmidt, extraccion de caracteristicas via FPCA por clase. PR2.",no,no,
2695,Statistical Inference for Bures-Wasserstein Flows,include,none,media,"Inferencia para flujos de Bures-Wasserstein; operadores de covarianza variantes en el tiempo, expansion de Karhunen-Loeve, construccion de FPCA. PR1/PR2.",no,no,
2696,Functional Autoregression Without Truncation: A Continuous-Regularization Approach,include,none,alta,"Autorregresion funcional sin truncamiento (regularizacion continua); demuestra que la eleccion del nivel de truncamiento K de FPCA es consecuente y depende del regimen, propone estimador Tikhonov. Antecedente directo, PR3.",no,no,
2697,Day-Ahead Electricity Price Forecasting Using Merit-Order Curves Time Series,include,none,alta,"Pronostico de precio de electricidad dia-siguiente usando series de curvas de merit-order; compara enfoque de representacion funcional vs discretizacion en mercados italiano/aleman/frances 2023-2024. PR5, comparacion de representaciones.",no,no,
2698,Nonparametric forecasting of multivariate probability density functions,include,none,alta,"Pronostico no parametrico de series de funciones de densidad de probabilidad multivariadas; isometria a L2, tecnicas FDA no parametricas, puntajes fPCA, numero de componentes por variabilidad explicada. S&P500/NASDAQ, PR3/PR5.",no,no,
2699,Estimating Sleep & Work Hours from Alternative Data by Segmented Functional Classification Analysis ,include,none,media,"Analisis de clasificacion funcional segmentada (SFCA) para estimar horas de sueno/trabajo desde datos alternativos; compara con metodos lineales/funcionales/clasificacion, FPCA para reduccion de dimension. Contexto de econometria, datos de demanda electrica de EEUU.",no,no,
2700,Exponential mixing properties of nonlinear functional autoregressive models,include,none,media,"Modelos autorregresivos funcionales no lineales (NFAR), propiedades de mezcla y operator learning; metodologia de series funcionales.",si,no,
2701,Wasserstein Regression,include,none,media,"Regresion Wasserstein distribucion-a-distribucion, extiende regresion funcion-a-funcion de FDA; geometria de espacios tangentes.",si,no,
2702,Nonparametric Depth and Quantile Regression for Functional Data,include,none,alta,Regresion de profundidad/cuantiles no parametrica para datos funcionales; aplicacion economica (PIB per capita vs tasa de ahorro).,no,no,
2703,fsemipar: an R package for SoF semiparametric regression,include,none,media,Paquete R para regresion semiparametrica escalar-sobre-funcion; herramienta de implementacion de metodos FDA con seleccion de variables.,no,no,
2704,A new look at weather-related health impacts through functional regression,exclude,E4,alta,"Aplicacion de FDA a mortalidad cardiovascular por temperatura en Montreal; contribucion centrada en epidemiologia, no en la base.",si,si,verde
2705,Detecting British Columbia Coastal Rainfall Patterns by Clustering Gaussian Processes,exclude,E4,alta,"FDA + clustering de procesos gaussianos aplicado a lluvia costera en BC; dominio meteorologico, sin discusion de base.",si,si,verde
2706,Enriched Functional Tree-Based Classifiers: A Novel Approach Leveraging Derivatives and Geometric Fe,include,none,media,Clasificadores funcionales basados en arboles enriquecidos con derivadas y features geometricas; metodologia de clasificacion FDA.,si,no,
2707,Visualization and Assessment of Spatio-temporal Covariance Properties,include,none,media,"Enfoque FDA (boxplots funcionales, ranking) para evaluar separabilidad/simetria de covarianzas espacio-temporales; contribucion metodologica.",si,no,
2708,Inferring Brain Signals Synchronicity from a Sample of EEG Readings,exclude,E4,alta,"FDA + clustering aplicado a sincronia de senales EEG; dominio neurociencia, FDA usada como herramienta.",si,si,verde
2710,Functional Linear Regression: Dependence and Error Contamination,include,none,alta,Regresion lineal funcional con dependencia serial y contaminacion de error funcional; estimador GMM basado en autocovarianza.,no,no,
2711,Functional Mixtures-of-Experts,include,none,alta,Mixtures-of-experts funcional con regularizacion tipo Lasso sobre derivadas; representaciones funcionales sparse e interpretables.,no,no,
2712,funBIalign: a hierachical algorithm for functional motif discovery based on mean squared residue sco,include,none,media,Descubrimiento de motivos funcionales via clustering jerarquico; una de las aplicaciones es inflacion de precios de alimentos.,si,no,
2713,A feasible central limit theorem for realised covariation of SPDEs in the context of functional data,include,none,media,"Teoria asintotica (TCL) para estimacion de volatilidad en dimension infinita, SPDEs, covariacion realizada en espacios de Hilbert.",si,no,
2714,A weak law of large numbers for realised covariation in a Hilbert space setting,include,none,media,"Ley debil de grandes numeros para covariacion realizada en espacio de Hilbert; datos funcionales de alta frecuencia, volatilidad.",si,no,
2715,Nowcasting distributions: a functional MIDAS model,include,none,alta,Modelo MIDAS funcional con FPCA para nowcasting de la distribucion del ingreso de hogares de EEUU; aplicacion economica (desigualdad).,no,no,
2716,Minimax Optimal Kernel Operator Learning via Multilevel Training,exclude,I1,alta,"Aprendizaje de operadores Hilbert-Schmidt entre RKHS Sobolev, teoria ML; FDA solo mencionada como uno de varios dominios de aplicacion.",si,si,verde
2717,Minimax prediction in the Functional Autoregressive Model,include,none,alta,"Prediccion minimax en el modelo autorregresivo funcional (FAR); estimador ridge frente a regularizacion FPCA estandar, suavidad funcional.",no,no,
2718,Prediction of air pollutants PM10 by ARBX(1) processes,include,none,media,"Series de tiempo funcionales en espacios de Banach con variables exogenas (ARBX); metodologia de estimacion/prediccion, aplicacion PM10.",si,no,
2719,Splash! Robustifying Donor Pools for Policy Studies,include,none,media,Compara sintesis de control con FPCA vs seleccion forward vs SCM original para elegir donantes; contexto de politica economica.,si,no,
2720,On changepoint detection in functional data using empirical energy distance,include,none,alta,Deteccion de puntos de cambio en datos funcionales via distancia de energia empirica; aplicacion a datos financieros y de temperatura.,no,no,
2721,Fully Functional Weighted Testing for Abrupt and Gradual Location Changes in Functional Time Series,include,none,alta,Test de cambios abruptos/graduales en series funcionales; discute reduccion de dimension por PCA vs CUSUM funcional y ponderacion por covarianza.,no,no,
